Pitch motor $u_\theta$ [V],Yaw motor $u_\psi$ [V],Pitch angle $\theta$ [rad],Yaw angle $\psi$ [rad],Sample time $\Delta t$ [s]
1.3527,1.5363,-0.49939,2.1232,
1.3527,1.5363,-0.50304,2.1224,
1.3527,1.5363,-0.50223,2.1402,
1.3527,1.5363,-0.50182,2.1175,
1.3527,1.5363,-0.50344,2.1102,
1.3527,1.5363,-0.5002,2.1167,
1.3527,1.5363,-0.50506,2.1151,
1.3527,1.5363,-0.50789,2.1151,
1.3527,1.5363,-0.50789,2.1175,
1.3527,1.5363,-0.50061,2.1038,
1.3527,1.5363,-0.5087,2.1054,
1.3527,1.5363,-0.5083,2.0835,
1.3527,1.5363,-0.51478,2.1054,
1.3527,1.5363,-0.50789,2.0827,
1.3527,1.5363,-0.51356,2.0916,
1.3527,1.5363,-0.50749,2.0722,
1.3527,1.5363,-0.50951,2.0908,
1.3527,1.5363,-0.51113,2.0681,
1.3527,1.5363,-0.51356,2.0762,
1.3527,1.5363,-0.51113,2.0471,
1.3527,1.5363,-0.51154,2.0592,
1.3527,1.5363,-0.51235,2.0463,
1.3527,1.5363,-0.50709,2.0349,
1.3527,1.5363,-0.51154,2.0406,
1.3527,1.5363,-0.51923,2.039,
1.3527,1.5363,-0.51478,2.0204,
1.3527,1.5363,-0.51356,2.0139,
1.3527,1.5363,-0.51235,2.022,
1.3527,1.5363,-0.52044,2.0244,
1.3527,1.5363,-0.51478,2.0171,
1.3527,1.5363,-0.5164,2.0196,
1.3527,1.5363,-0.51437,1.9953,
1.3527,1.5363,-0.5164,1.9904,
1.3527,1.5363,-0.51801,1.9969,
1.3527,1.5363,-0.5168,1.9823,
1.3527,1.5363,-0.51275,1.9888,
1.3527,1.5363,-0.51559,1.9783,
1.3527,1.5363,-0.51801,1.9831,
1.3527,1.5363,-0.51518,1.9621,
1.3527,1.5363,-0.51437,1.9718,
1.3527,1.5363,-0.51761,1.9613,
1.3527,1.5363,-0.51437,1.9459,
1.3527,1.5363,-0.51559,1.9491,
1.3527,1.5363,-0.51437,1.9346,
1.3527,1.5363,-0.51518,1.9281,
1.3527,1.5363,-0.51599,1.9281,
1.3527,1.5363,-0.5168,1.941,
1.3527,1.5363,-0.52085,1.9386,
1.3527,1.5363,-0.51923,1.9329,
1.3527,1.5363,-0.51559,1.9159,
1.3527,1.5363,-0.51397,1.9208,
1.3527,1.5363,-0.51437,1.907,
1.3527,1.5363,-0.51194,1.9014,
1.3527,1.5363,-0.51437,1.8989,
1.3527,1.5363,-0.51842,1.8917,
1.3527,1.5363,-0.51559,1.8795,
1.3527,1.5363,-0.52085,1.9022,
1.3527,1.5363,-0.51721,1.8706,
1.3527,1.5363,-0.51882,1.8706,
1.3527,1.5363,-0.51235,1.8601,
1.3527,1.5363,-0.51559,1.8455,
1.3527,1.5363,-0.5168,1.8504,
1.3527,1.5363,-0.51316,1.8439,
1.3527,1.5363,-0.51963,1.8479,
1.3527,1.5363,-0.51721,1.8366,
1.3527,1.5363,-0.5168,1.8131,
1.3527,1.5363,-0.5083,1.7888,
1.3527,1.5363,-0.50911,1.7856,
1.3527,1.5363,-0.51154,1.7985,
1.3527,1.5363,-0.50789,1.7767,
1.3527,1.5363,-0.51397,1.7945,
1.3527,1.5363,-0.50789,1.7815,
1.3527,1.5363,-0.50749,1.7807,
1.3527,1.5363,-0.5083,1.7516,
1.3527,1.5363,-0.5083,1.7581,
1.3527,1.5363,-0.51397,1.767,
1.3527,1.5363,-0.50911,1.737,
1.3527,1.5363,-0.51113,1.7411,
1.3527,1.5363,-0.51073,1.7394,
1.3527,1.5363,-0.50709,1.7378,
1.3527,1.5363,-0.50425,1.7152,
1.3527,1.5363,-0.50101,1.7087,
1.3527,1.5363,-0.50789,1.7233,
1.3527,1.5363,-0.5002,1.7014,
1.3527,1.5363,-0.4998,1.7022,
1.3527,1.5363,-0.50263,1.6844,
1.3527,1.5363,-0.5083,1.6973,
1.3527,1.5363,-0.50628,1.6868,
1.3527,1.5363,-0.50425,1.6658,
1.3527,1.5363,-0.50749,1.6755,
1.3527,1.5363,-0.50263,1.6447,
1.3527,1.5363,-0.50223,1.6609,
1.3527,1.5363,-0.50223,1.6536,
1.3527,1.5363,-0.49737,1.635,
1.3527,1.5363,-0.49454,1.631,
1.3527,1.5363,-0.50061,1.6374,
1.3527,1.5363,-0.49454,1.6115,
1.3527,1.5363,-0.49575,1.5929,
1.3527,1.5363,-0.50182,1.6115,
1.3527,1.5363,-0.49656,1.5978,
1.3527,1.5363,-0.49616,1.5694,
1.3527,1.5363,-0.50061,1.5945,
1.3527,1.5363,-0.49737,1.5727,
1.3527,1.5363,-0.49211,1.5581,
1.3527,1.5363,-0.48846,1.5508,
1.3527,1.5363,-0.48765,1.5411,
1.3527,1.5363,-0.48806,1.5395,
1.3527,1.5363,-0.49049,1.529,
1.3527,1.5363,-0.49373,1.5419,
1.3527,1.5363,-0.49535,1.5281,
1.3527,1.5363,-0.49251,1.5136,
1.3527,1.5363,-0.48604,1.4715,
1.3527,1.5363,-0.48361,1.4642,
1.3527,1.5363,-0.48523,1.4561,
1.3527,1.5363,-0.4828,1.4512,
1.3527,1.5363,-0.48644,1.4512,
1.3527,1.5363,-0.48887,1.4585,
1.3527,1.5363,-0.48442,1.4172,
1.3527,1.5363,-0.48604,1.4253,
1.3527,1.5363,-0.47956,1.4067,
1.3527,1.5363,-0.48401,1.418,
1.3527,1.5363,-0.4832,1.4172,
1.3527,1.5363,-0.47996,1.4035,
1.3527,1.5363,-0.4832,1.3921,
1.3527,1.5363,-0.48239,1.3808,
1.3527,1.5363,-0.47875,1.3614,
1.3527,1.5363,-0.48239,1.3792,
1.3527,1.5363,-0.47915,1.3533,
1.3527,1.5363,-0.47996,1.3508,
1.3527,1.5363,-0.4743,1.316,
1.3527,1.5363,-0.47875,1.333,
1.3527,1.5363,-0.47754,1.3217,
1.3527,1.5363,-0.47754,1.3266,
1.3527,1.5363,-0.47834,1.3071,
1.3527,1.5363,-0.47389,1.2804,
1.3527,1.5363,-0.47551,1.2788,
1.3527,1.5363,-0.47834,1.2755,
1.3527,1.5363,-0.47632,1.2715,
1.3527,1.5363,-0.47551,1.2626,
1.3527,1.5363,-0.47511,1.2561,
1.3527,1.5363,-0.47308,1.2245,
1.3527,1.5363,-0.47511,1.2213,
1.3527,1.5363,-0.47349,1.2254,
1.3527,1.5363,-0.47025,1.2221,
1.3527,1.5363,-0.47065,1.2197,
1.3527,1.5363,-0.46418,1.1849,
1.3527,1.5363,-0.46903,1.1865,
1.3527,1.5363,-0.46903,1.1784,
1.3527,1.5363,-0.46539,1.146,
1.3527,1.5363,-0.46822,1.1614,
1.3527,1.5363,-0.47065,1.1598,
1.3527,1.5363,-0.46458,1.1331,
1.3527,1.5363,-0.47187,1.1428,
1.3527,1.5363,-0.46701,1.1201,
1.3527,1.5363,-0.46742,1.1112,
1.3527,0.59658,-0.46134,1.0497,
1.3527,0.59658,-0.45891,1.0294,
1.3527,0.59658,-0.45932,1.0335,
1.3527,0.59658,-0.4662,1.031,
1.3527,0.59658,-0.46094,1.0205,
1.3527,0.59658,-0.46539,1.0213,
1.3527,0.59658,-0.46337,1.0092,
1.3527,0.59658,-0.45891,0.98409,
1.3527,0.59658,-0.46418,0.98895,
1.3527,0.59658,-0.46175,0.97357,
1.3527,0.59658,-0.45649,0.9598,
1.3527,0.59658,-0.46256,0.96142,
1.3527,0.59658,-0.46296,0.9679,
1.3527,0.59658,-0.45244,0.92985,
1.3527,0.59658,-0.45284,0.92256,
1.3527,0.59658,-0.45406,0.92175,
1.3527,0.59658,-0.4573,0.92823,
1.3527,0.59658,-0.45244,0.90394,
1.3527,0.59658,-0.45649,0.91852,
1.3527,0.59658,-0.46053,0.90313,
1.3527,0.59658,-0.45122,0.87561,
1.3527,0.59658,-0.4577,0.87723,
1.3527,0.59658,-0.4577,0.87804,
1.3527,0.59658,-0.44879,0.85537,
1.3527,0.59658,-0.4496,0.86184,
1.3527,0.59658,-0.45041,0.8497,
1.3527,0.59658,-0.45487,0.83189,
1.3527,0.59658,-0.45325,0.83432,
1.3527,0.59658,-0.45082,0.83108,
1.3527,0.59658,-0.44758,0.81246,
1.3527,0.59658,-0.45082,0.82622,
1.3527,0.59658,-0.44434,0.81084,
1.3527,0.59658,-0.44677,0.79789,
1.3527,0.59658,-0.44394,0.79627,
1.3527,0.59658,-0.44151,0.77684,
1.3527,0.59658,-0.44515,0.78979,
1.3527,0.59658,-0.44677,0.77684,
1.3527,0.59658,-0.44677,0.75741,
1.3527,0.59658,-0.43948,0.74688,
1.3527,0.59658,-0.44879,0.75498,
1.3527,0.59658,-0.44272,0.75012,
1.3527,0.59658,-0.43665,0.73393,
1.3527,0.59658,-0.44151,0.74769,
1.3527,0.59658,-0.43746,0.74283,
1.3527,0.59658,-0.43867,0.74202,
1.3527,0.59658,-0.43827,0.73069,
1.3527,0.59658,-0.43625,0.70478,
1.3527,0.59658,-0.44191,0.6975,
1.3527,0.59658,-0.43867,0.70478,
1.3527,0.59658,-0.43746,0.70478,
1.3527,0.59658,-0.43665,0.69992,
1.3527,0.59658,-0.43341,0.69102,
1.3527,0.59658,-0.43179,0.69264,
1.3527,0.59658,-0.4322,0.69264,
1.3527,0.59658,-0.43301,0.69102,
1.3527,0.59658,-0.42977,0.68292,
1.3527,0.59658,-0.43422,0.6724,
1.3527,0.59658,-0.42613,0.66511,
1.3527,0.59658,-0.42936,0.66673,
1.3527,0.59658,-0.42694,0.66511,
1.3527,0.59658,-0.42572,0.66511,
1.3527,0.59658,-0.42694,0.66349,
1.3527,0.59658,-0.42734,0.66268,
1.3527,0.59658,-0.43422,0.66673,
1.3527,0.59658,-0.43382,0.66511,
1.3527,0.59658,-0.43017,0.6554,
1.3527,0.59658,-0.42613,0.65216,
1.3527,0.59658,-0.43017,0.66349,
1.3527,0.59658,-0.4326,0.66754,
1.3527,0.59658,-0.42977,0.66106,
1.3527,0.59658,-0.42613,0.65297,
1.3527,0.59658,-0.43179,0.66916,
1.3527,0.59658,-0.42653,0.65297,
1.3527,0.59658,-0.42815,0.65378,
1.3527,0.59658,-0.43301,0.66673,
1.3527,0.59658,-0.42815,0.64811,
1.3527,0.59658,-0.42896,0.65459,
1.3527,0.59658,-0.42734,0.64973,
1.3527,0.59658,-0.42815,0.65135,
1.3527,0.59658,-0.42855,0.65054,
1.3527,0.59658,-0.42815,0.64892,
1.3527,0.59658,-0.42977,0.65783,
1.3527,0.59658,-0.43625,0.66025,
1.3527,0.59658,-0.43382,0.66592,
1.3527,0.59658,-0.43382,0.6643,
1.3527,0.59658,-0.4322,0.65702,
1.3527,0.59658,-0.43665,0.65863,
1.3527,0.59658,-0.42855,0.65135,
1.3527,0.59658,-0.43625,0.66997,
1.3527,0.59658,-0.42653,0.66349,
1.3527,0.59658,-0.43098,0.67807,
1.3527,0.59658,-0.43706,0.67159,
1.3527,0.59658,-0.4326,0.67887,
1.3527,0.59658,-0.43665,0.6724,
1.3527,0.59658,-0.43463,0.66916,
1.3527,0.59658,-0.43301,0.68616,
1.3527,0.59658,-0.43544,0.68535,
1.3527,0.59658,-0.43584,0.68535,
1.3527,0.59658,-0.43665,0.69264,
1.3527,0.59658,-0.44151,0.68616,
1.3527,0.59658,-0.43746,0.69426,
1.3527,0.59658,-0.44191,0.68535,
1.3527,0.59658,-0.44272,0.68373,
1.3527,0.59658,-0.43463,0.67321,
1.3527,0.59658,-0.4326,0.67807,
1.3527,0.59658,-0.43625,0.69426,
1.3527,0.59658,-0.44191,0.69831,
1.3527,0.59658,-0.44029,0.69426,
1.3527,0.59658,-0.4322,0.69021,
1.3527,0.59658,-0.43827,0.70478,
1.3527,0.59658,-0.43544,0.69021,
1.3527,0.59658,-0.43625,0.69992,
1.3527,0.59658,-0.43463,0.69669,
1.3527,0.59658,-0.44191,0.71045,
1.3527,0.59658,-0.43544,0.70235,
1.3527,0.59658,-0.43867,0.71693,
1.3527,0.59658,-0.43463,0.70397,
1.3527,0.59658,-0.43746,0.72988,
1.3527,0.59658,-0.43422,0.70883,
1.3527,0.59658,-0.43989,0.72583,
1.3527,0.59658,-0.44272,0.72178,
1.3527,0.59658,-0.43463,0.70883,
1.3527,0.59658,-0.43746,0.71693,
1.3527,0.59658,-0.43665,0.73474,
1.3527,0.59658,-0.4326,0.72502,
1.3527,0.59658,-0.44313,0.73231,
1.3527,0.59658,-0.44191,0.73393,
1.3527,0.59658,-0.43746,0.73798,
1.3527,0.59658,-0.43867,0.72907,
1.3527,0.59658,-0.43625,0.73393,
1.3527,0.59658,-0.43625,0.73959,
1.3527,0.59658,-0.43827,0.75579,
1.3527,0.59658,-0.44232,0.74607,
1.3527,0.59658,-0.44151,0.74283,
1.3527,0.59658,-0.43706,0.75093,
1.3527,0.59658,-0.43665,0.7485,
1.3527,0.59658,-0.44029,0.76226,
1.3527,0.59658,-0.4411,0.76064,
1.3527,0.59658,-0.43908,0.74688,
1.3527,0.59658,-0.44879,0.76874,
1.3527,0.59658,-0.44434,0.77926,
1.3527,0.59658,-0.44232,0.77036,
1.3527,0.59658,-0.44515,0.77765,
1.3527,0.59658,-0.44798,0.77036,
1.3527,0.59658,-0.44434,0.7906,
1.3527,0.59658,-0.43867,0.7736,
1.3527,0.59658,-0.44637,0.78817,
1.3527,0.59658,-0.43948,0.77117,
1.3527,0.59658,-0.43908,0.77522,
1.3527,0.59658,-0.44151,0.78412,
1.3527,0.59658,-0.44434,0.80355,
1.3527,0.59658,-0.44556,0.80112,
1.3527,0.59658,-0.44515,0.79141,
1.3527,0.59658,-0.4411,0.79141,
1.3527,0.59658,-0.44556,0.81327,
1.3527,0.59658,-0.4407,0.80112,
1.3527,0.59658,-0.44718,0.80922,
1.3527,0.59658,-0.44879,0.80517,
1.3527,0.59658,-0.44515,0.81165,
1.3527,0.59658,-0.44718,0.82217,
1.3527,0.59658,-0.44394,0.82946,
1.3527,0.59658,-0.44272,0.81893,
1.3527,0.59658,-0.44313,0.82136,
1.3527,0.59658,-0.43908,0.81813,
1.3527,0.59658,-0.43948,0.8246,
1.3527,0.59658,-0.44758,0.83351,
1.3527,0.59658,-0.43867,0.82136,
1.3527,0.59658,-0.44556,0.84889,
1.3527,0.59658,-0.44029,0.83594,
1.3527,0.59658,-0.44556,0.85132,
1.3527,0.59658,-0.44515,0.85213,
1.3527,0.59658,-0.44798,0.85375,
1.3527,0.59658,-0.44191,0.85132,
1.3527,0.59658,-0.4411,0.84484,
1.3527,0.59658,-0.43867,0.84646,
1.3527,0.59658,-0.43786,0.85618,
1.3527,0.59658,-0.43706,0.85861,
1.3527,0.59658,-0.43503,0.85699,
1.3527,0.59658,-0.4322,0.85861,
1.3527,0.59658,-0.44029,0.87399,
1.3527,0.59658,-0.43706,0.87561,
1.3527,0.59658,-0.43908,0.88937,
1.3527,0.59658,-0.43341,0.86751,
1.3527,0.59658,-0.43625,0.87804,
1.3527,0.59658,-0.43301,0.88289,
1.3527,0.59658,-0.43584,0.88532,
1.3527,0.59658,-0.43382,0.87885,
1.3527,0.59658,-0.43665,0.90394,
1.3527,0.59658,-0.43463,0.91042,
1.3527,0.59658,-0.43017,0.91609,
1.3527,0.59658,-0.42613,0.90637,
1.3527,0.59658,-0.42734,0.90313,
1.3527,0.59658,-0.43422,0.92337,
1.3527,0.59658,-0.42694,0.9088,
1.3527,0.59658,-0.42532,0.93147,
1.3527,0.59658,-0.42208,0.91447,
1.3527,0.59658,-0.42086,0.91771,
1.3527,0.59658,-0.42855,0.94523,
1.3527,0.59658,-0.42248,0.92661,
1.3527,0.59658,-0.42046,0.92904,
1.3527,0.59658,-0.42896,0.93956,
1.3527,0.59658,-0.43017,0.95576,
1.3527,0.59658,-0.42855,0.95009,
1.3527,0.59658,-0.41762,0.94604,
1.3527,0.59658,-0.42329,0.96709,
1.3527,0.59658,-0.41439,0.95333,
1.3527,0.59658,-0.41601,0.95738,
1.3527,0.59658,-0.41884,0.9679,
1.3527,0.59658,-0.42329,0.976,
1.3527,0.59658,-0.41924,0.97195,
1.3527,0.59658,-0.4237,0.98004,
1.3527,0.59658,-0.4152,0.98571,
1.3527,0.59658,-0.41034,0.98328,
1.3527,0.59658,-0.41398,0.99786,
1.3527,0.59658,-0.41317,0.99705,
1.3527,0.59658,-0.40993,0.98733,
1.3527,0.59658,-0.41155,1.0019,
1.3527,0.59658,-0.40872,1.0011,
1.3527,0.59658,-0.41074,1.01,
1.3527,0.59658,-0.40427,1.0181,
1.3527,0.59658,-0.40265,1.0124,
1.3527,0.59658,-0.40305,1.01,
1.3527,0.59658,-0.4071,1.0262,
1.3527,0.59658,-0.4067,1.0375,
1.3527,0.59658,-0.41196,1.04,
1.3527,0.59658,-0.40386,1.0246,
1.3527,0.59658,-0.40224,1.061,
1.3527,0.59658,-0.39577,1.0391,
1.3527,0.59658,-0.40548,1.0537,
1.3527,0.59658,-0.40265,1.0586,
1.3527,0.59658,-0.4067,1.0626,
1.3527,0.59658,-0.40022,1.0626,
1.3527,0.59658,-0.39172,1.0642,
1.3527,0.59658,-0.399,1.0804,
1.3527,0.59658,-0.39738,1.1096,
1.3527,0.59658,-0.39738,1.112,
1.3527,0.59658,-0.39091,1.1128,
1.3527,0.59658,-0.39415,1.1112,
1.3527,0.59658,-0.39496,1.1128,
1.3527,0.59658,-0.39212,1.112,
1.3527,0.59658,-0.3905,1.1331,
1.3527,0.59658,-0.39253,1.1412,
1.3527,0.59658,-0.39253,1.1428,
1.3527,0.59658,-0.39334,1.1347,
1.3527,0.59658,-0.38646,1.1298,
1.3527,0.59658,-0.3816,1.1322,
1.3527,0.59658,-0.38807,1.1525,
1.3527,0.59658,-0.38767,1.1638,
1.3527,0.59658,-0.37876,1.1436,
1.3527,0.59658,-0.38241,1.1606,
1.3527,0.59658,-0.37876,1.1557,
1.3527,0.59658,-0.38646,1.1816,
1.3527,0.59658,-0.37957,1.159,
1.3527,0.59658,-0.37917,1.1687,
1.3527,0.59658,-0.38322,1.2011,
1.3527,0.59658,-0.37269,1.1865,
1.3527,0.59658,-0.37715,1.193,
1.3527,0.59658,-0.37795,1.2156,
1.3527,0.59658,-0.37755,1.2245,
1.3527,0.59658,-0.37917,1.2189,
1.3527,0.59658,-0.37188,1.2059,
1.3527,0.59658,-0.37431,1.2213,
1.3527,0.59658,-0.37391,1.2213,
1.3527,0.59658,-0.38079,1.2407,
1.3527,0.59658,-0.37755,1.2496,
1.3527,0.59658,-0.37391,1.2351,
1.3527,0.59658,-0.37876,1.2666,
1.3527,0.59658,-0.37229,1.2577,
1.3527,0.59658,-0.36703,1.2488,
1.3527,0.59658,-0.3735,1.2788,
1.3527,0.59658,-0.37553,1.2747,
1.3527,0.59658,-0.37512,1.2893,
1.3527,0.59658,-0.37391,1.295,
1.3527,0.59658,-0.36622,1.2755,
1.3527,0.59658,-0.36945,1.2893,
1.3527,0.59658,-0.3646,1.2812,
1.3527,0.59658,-0.3731,1.3039,
1.3527,0.59658,-0.37269,1.3241,
1.3527,0.59658,-0.36743,1.3031,
1.3527,0.59658,-0.36986,1.3282,
1.3527,0.59658,-0.37593,1.3492,
1.3527,0.59658,-0.36662,1.3371,
1.3527,0.59658,-0.37067,1.3541,
1.3527,0.59658,-0.3731,1.3557,
1.3527,0.59658,-0.37188,1.3703,
1.3527,0.59658,-0.36581,1.3508,
1.3527,0.59658,-0.37431,1.3905,
1.3527,0.59658,-0.37391,1.3946,
1.3527,0.59658,-0.37269,1.3889,
1.3527,0.59658,-0.37269,1.3905,
1.3527,0.59658,-0.36703,1.3792,
1.3527,0.59658,-0.36541,1.3873,
1.3527,0.59658,-0.36743,1.4018,
1.3527,0.59658,-0.37229,1.4213,
1.3527,0.59658,-0.36864,1.4164,
1.3527,0.59658,-0.365,1.4148,
1.3527,0.59658,-0.3646,1.4156,
1.3527,0.59658,-0.36783,1.4213,
1.3527,0.59658,-0.36581,1.431,
1.3527,0.59658,-0.37512,1.4626,
1.3527,0.59658,-0.36905,1.4431,
1.3527,1.1562,-0.37472,1.499,
1.3527,1.1562,-0.37229,1.5014,
1.3527,1.1562,-0.3646,1.4885,
1.3527,1.1562,-0.36945,1.4925,
1.3527,1.1562,-0.36945,1.5006,
1.3527,1.1562,-0.36541,1.4982,
1.3527,1.1562,-0.36986,1.5087,
1.3527,1.1562,-0.37148,1.5273,
1.3527,1.1562,-0.36905,1.5265,
1.3527,1.1562,-0.37593,1.5468,
1.3527,1.1562,-0.37229,1.5419,
1.3527,1.1562,-0.37431,1.5605,
1.3527,1.1562,-0.37957,1.563,
1.3527,1.1562,-0.37148,1.5476,
1.3527,1.1562,-0.37431,1.5605,
1.3527,1.1562,-0.38119,1.5775,
1.3527,1.1562,-0.37512,1.5654,
1.3527,1.1562,-0.37795,1.5856,
1.3527,1.1562,-0.38241,1.6059,
1.3527,1.1562,-0.38079,1.6018,
1.3527,1.1562,-0.37755,1.5986,
1.3527,1.1562,-0.37795,1.6269,
1.3527,1.1562,-0.37715,1.6253,
1.3527,1.1562,-0.38605,1.6342,
1.3527,1.1562,-0.3905,1.6447,
1.3527,1.1562,-0.38888,1.6431,
1.3527,1.1562,-0.39334,1.6601,
1.3527,1.1562,-0.39253,1.6666,
1.3527,1.1562,-0.39334,1.6714,
1.3527,1.1562,-0.38362,1.648,
1.3527,1.1562,-0.38605,1.6544,
1.3527,1.1562,-0.39577,1.6739,
1.3527,1.1562,-0.39293,1.6674,
1.3527,1.1562,-0.39253,1.6577,
1.3527,1.1562,-0.38969,1.6642,
1.3527,1.1562,-0.3901,1.6682,
1.3527,1.1562,-0.3905,1.6674,
1.3527,1.1562,-0.40022,1.6941,
1.3527,1.1562,-0.39617,1.6836,
1.3527,1.1562,-0.40386,1.6949,
1.3527,1.1562,-0.40508,1.7054,
1.3527,1.1562,-0.40184,1.6949,
1.3527,1.1562,-0.39658,1.6884,
1.3527,1.1562,-0.40346,1.6998,
1.3527,1.1562,-0.40467,1.6884,
1.3527,1.1562,-0.40548,1.6957,
1.3527,1.1562,-0.41196,1.7192,
1.3527,1.1562,-0.40912,1.7119,
1.3527,1.1562,-0.40629,1.7006,
1.3527,1.1562,-0.40467,1.6941,
1.3527,1.1562,-0.40265,1.6933,
1.3527,1.1562,-0.40872,1.6941,
1.3527,1.1562,-0.41317,1.7038,
1.3527,1.1562,-0.41236,1.7071,
1.3527,1.1562,-0.41722,1.7208,
1.3527,1.1562,-0.41398,1.7071,
1.3527,1.1562,-0.41722,1.7249,
1.3527,1.1562,-0.41641,1.7087,
1.3527,1.1562,-0.41762,1.7087,
1.3527,1.1562,-0.41884,1.7143,
1.3527,1.1562,-0.41965,1.7168,
1.3527,1.1562,-0.42005,1.7184,
1.3527,1.1562,-0.41965,1.7208,
1.3527,1.1562,-0.41843,1.7176,
1.3527,1.1562,-0.42855,1.7241,
1.3527,1.1562,-0.42694,1.7224,
1.3527,1.1562,-0.42734,1.7233,
1.3527,1.1562,-0.42491,1.72,
1.3527,1.1562,-0.42855,1.7176,
1.3527,1.1562,-0.42977,1.7087,
1.3527,1.1562,-0.43139,1.7135,
1.3527,1.1562,-0.43422,1.7265,
1.3527,1.1562,-0.43422,1.7257,
1.3527,1.1562,-0.43179,1.7168,
1.3527,1.1562,-0.43625,1.7216,
1.3527,1.1562,-0.43584,1.7087,
1.3527,1.1562,-0.43665,1.7103,
1.3527,1.1562,-0.4411,1.7289,
1.3527,1.1562,-0.44151,1.7314,
1.3527,1.1562,-0.43827,1.716,
1.3527,1.1562,-0.44232,1.7305,
1.3527,1.1562,-0.43665,1.7135,
1.3527,1.1562,-0.44353,1.7143,
1.3527,1.1562,-0.44475,1.7184,
1.3527,1.1562,-0.44475,1.7233,
1.3527,1.1562,-0.44758,1.7305,
1.3527,1.1562,-0.44434,1.7176,
1.3527,1.1562,-0.4411,1.7063,
1.3527,1.1562,-0.44232,1.7087,
1.3527,1.1562,-0.44758,1.7054,
1.3527,1.1562,-0.45244,1.7249,
1.3527,1.1562,-0.44515,1.7087,
1.3527,1.1562,-0.45446,1.7273,
1.3527,1.1562,-0.45001,1.7216,
1.3527,1.1562,-0.45244,1.7257,
1.3527,1.1562,-0.44879,1.7063,
1.3527,1.1562,-0.45406,1.7111,
1.3527,1.1562,-0.46013,1.7322,
1.3527,1.1562,-0.4581,1.7241,
1.3527,1.1562,-0.45932,1.7314,
1.3527,1.1562,-0.45244,1.7168,
1.3527,1.1562,-0.46053,1.7297,
1.3527,1.1562,-0.45365,1.7063,
1.3527,1.1562,-0.4581,1.7233,
1.3527,1.1562,-0.45446,1.7095,
1.3527,1.1562,-0.45972,1.7038,
1.3527,1.1562,-0.45649,1.7127,
1.3527,1.1562,-0.45932,1.703,
1.3527,1.1562,-0.45932,1.703,
1.3527,1.1562,-0.46094,1.7095,
1.3527,1.1562,-0.46539,1.7297,
1.3527,1.1562,-0.45972,1.7192,
1.3527,1.1562,-0.46094,1.7208,
1.3527,1.1562,-0.46661,1.6973,
1.3527,1.1562,-0.47146,1.7192,
1.3527,1.1562,-0.46822,1.7022,
1.3527,1.1562,-0.46984,1.7127,
1.3527,1.1562,-0.47187,1.7184,
1.3527,1.1562,-0.47187,1.72,
1.3527,1.1562,-0.46742,1.699,
1.3527,1.1562,-0.46863,1.7063,
1.3527,1.1562,-0.47592,1.7135,
1.3527,1.1562,-0.47146,1.6901,
1.3527,1.1562,-0.47227,1.6941,
1.3527,1.1562,-0.47713,1.716,
1.3527,1.1562,-0.47632,1.7135,
1.3527,1.1562,-0.47794,1.7208,
1.3527,1.1562,-0.46863,1.7022,
1.3527,1.1562,-0.47511,1.7071,
1.3527,1.1562,-0.46984,1.6973,
1.3527,1.1562,-0.46903,1.7014,
1.3527,1.1562,-0.47025,1.6933,
1.3527,1.1562,-0.47875,1.7176,
1.3527,1.1562,-0.47915,1.716,
1.3527,1.1562,-0.46903,1.7006,
1.3527,1.1562,-0.47834,1.7176,
1.3527,1.1562,-0.47592,1.7111,
1.3527,1.1562,-0.46984,1.6965,
1.3527,1.1562,-0.46944,1.6965,
1.3527,1.1562,-0.4747,1.7071,
1.3527,1.1562,-0.47875,1.7176,
1.3527,1.1562,-0.4743,1.703,
1.3527,1.1562,-0.47673,1.716,
1.3527,1.1562,-0.47106,1.6893,
1.3527,1.1562,-0.47349,1.7022,
1.3527,1.1562,-0.47713,1.7168,
1.3527,1.1562,-0.4743,1.7103,
1.3527,1.1562,-0.47794,1.72,
1.3527,1.1562,-0.4747,1.7071,
1.3527,1.1562,-0.47308,1.6973,
1.3527,1.1562,-0.47632,1.7111,
1.3527,1.1562,-0.47106,1.6893,
1.3527,1.1562,-0.47025,1.7046,
1.3527,1.1562,-0.46984,1.6973,
1.3527,1.1562,-0.47268,1.6957,
1.3527,1.1562,-0.47268,1.7079,
1.3527,1.1562,-0.46944,1.6973,
1.3527,1.1562,-0.47511,1.7087,
1.3527,1.1562,-0.47187,1.6925,
1.3527,1.1562,-0.47511,1.7079,
1.3527,1.1562,-0.47834,1.72,
1.3527,1.1562,-0.4747,1.7111,
1.3527,1.1562,-0.47065,1.6941,
1.3527,1.1562,-0.47227,1.6941,
1.3527,1.1562,-0.47025,1.6941,
1.3527,1.1562,-0.47551,1.7103,
1.3527,1.1562,-0.47673,1.7152,
1.3527,1.1562,-0.47834,1.72,
1.3527,1.1562,-0.47389,1.7006,
1.3527,1.1562,-0.46903,1.7038,
1.3527,1.1562,-0.47025,1.7046,
1.3527,1.1562,-0.47065,1.6917,
1.3527,1.1562,-0.46984,1.6973,
1.3527,1.1562,-0.47349,1.6998,
1.3527,1.1562,-0.47632,1.7111,
1.3527,1.1562,-0.46944,1.699,
1.3527,1.1562,-0.47227,1.6941,
1.3527,1.1562,-0.46499,1.6901,
